,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region
51,52,64,Male,City,Home Appliances,2022-02-21,10.133346074440468,Credit Card,5,0.23427849729556732,False,3,False,New,3,West
52,53,24,Male,City,Electronics,2022-02-22,516.0178478448574,Credit Card,2,0.07397916705470292,False,4,False,New,3,South
53,54,61,Female,City,Clothing,2022-02-23,56.38338944232709,Credit Card,4,0.4923272387954198,False,1,False,Returning,4,North
54,55,25,Female,Rural,Clothing,2022-02-24,283.4078622426905,Credit Card,1,0.10454868229480713,False,5,False,Returning,2,South
55,56,64,Female,Rural,Home Appliances,2022-02-25,709.906722581159,Debit Card,4,0.06517656502163277,False,4,False,Returning,7,West
56,57,52,Female,Suburb,Clothing,2022-02-26,72.0627254056472,Cash,6,0.1017674369434482,True,2,False,New,1,East
57,58,31,Male,Suburb,Electronics,2022-02-27,840.9451074324423,Credit Card,4,0.3845305665798621,False,2,True,New,1,East
58,59,34,Male,Rural,Clothing,2022-02-28,13.781723431997277,Credit Card,1,0.2127528296359214,True,2,True,New,7,South
59,60,53,Female,Rural,Electronics,2022-03-01,254.3556305098832,Debit Card,7,0.282707969876269,False,4,False,Returning,4,North
60,61,57,Male,City,Clothing,2022-03-02,743.4950155905507,Debit Card,2,0.010504578493180372,True,5,False,Returning,4,West
61,62,21,Female,City,Home Appliances,2022-03-03,323.1074482320137,Cash,9,0.017215654286657278,False,3,False,Returning,1,East
62,63,19,Female,Suburb,Electronics,2022-03-04,110.8734641853534,Debit Card,3,0.22291277491350808,False,1,False,New,1,South
63,64,23,Female,Rural,Clothing,2022-03-05,366.6315796124236,Cash,8,0.40832762160081176,False,3,False,Returning,7,North
64,65,59,Male,Suburb,Clothing,2022-03-06,277.6893535206803,Credit Card,8,0.4426194393537826,False,5,False,New,2,North
65,66,21,Female,Rural,Clothing,2022-03-07,844.2847831389494,Credit Card,3,0.04335328379782011,False,3,True,New,7,East
66,67,46,Female,City,Electronics,2022-03-08,320.2144384092917,Cash,4,0.2691815510505114,False,4,False,Returning,4,East
67,68,35,Female,Suburb,Electronics,2022-03-09,791.0431470582472,Debit Card,2,0.45661484313963524,False,2,False,New,7,West
68,69,43,Male,Suburb,Electronics,2022-03-10,892.9534233626274,Cash,4,0.19398637719894318,False,5,True,Returning,7,North
69,70,61,Male,Rural,Home Appliances,2022-03-11,439.4792453807642,Debit Card,9,0.4147829157141843,False,5,False,Returning,7,West
70,71,51,Female,City,Home Appliances,2022-03-12,910.8437124158481,Credit Card,2,0.0668478271997181,False,3,False,Returning,2,North
71,72,27,Male,Suburb,Electronics,2022-03-13,383.54487342356094,Debit Card,3,0.46769724483389935,False,4,True,Returning,6,North
72,73,53,Male,City,Clothing,2022-03-14,964.4376323252071,Cash,4,0.3757116587656513,True,3,True,Returning,1,South
73,74,31,Male,Suburb,Home Appliances,2022-03-15,98.3966292803172,Cash,5,0.47066719639345084,False,3,False,Returning,5,East
74,75,48,Male,City,Electronics,2022-03-16,690.1490738382104,Credit Card,1,0.33830861677625323,False,5,False,New,7,North
75,76,32,Male,Rural,Clothing,2022-03-17,498.8759000523594,Debit Card,7,0.1817019659997135,False,3,False,Returning,5,West
76,77,25,Male,Suburb,Home Appliances,2022-03-18,393.7723174010906,Debit Card,7,0.4690905862623612,False,2,True,Returning,6,East
77,78,31,Male,Suburb,Clothing,2022-03-19,636.3847599611149,Debit Card,9,0.13778338815458924,False,3,True,Returning,1,West
78,79,40,Male,City,Clothing,2022-03-20,706.8185207179879,Credit Card,4,0.16608626103086627,False,2,True,Returning,4,East
79,80,57,Male,City,Clothing,2022-03-21,14.319636953805997,Debit Card,6,0.35040420900087016,False,5,True,New,5,East
80,81,38,Male,Suburb,Clothing,2022-03-22,175.28355785972673,Cash,2,0.38265814976269313,False,4,True,New,4,North
81,82,33,Female,Rural,Home Appliances,2022-03-23,715.9155901279755,Debit Card,4,0.4647017419245769,False,2,False,New,5,South
82,83,62,Female,City,Home Appliances,2022-03-24,669.7215594424245,Credit Card,2,0.10240120452810475,False,4,False,Returning,4,North
83,84,35,Male,City,Home Appliances,2022-03-25,966.3870300773905,Debit Card,5,0.398999017609612,False,4,False,Returning,7,East
84,85,64,Female,City,Electronics,2022-03-26,763.4274123482752,Debit Card,7,0.3692730266984817,False,2,True,Returning,5,North
85,86,41,Female,Suburb,Home Appliances,2022-03-27,951.2649806540246,Cash,1,0.031897278126798934,False,5,True,New,4,North
86,87,43,Male,Suburb,Clothing,2022-03-28,705.5150965194589,Debit Card,7,0.19361157060510348,False,1,False,New,6,East
87,88,42,Male,Suburb,Home Appliances,2022-03-29,305.0716865530487,Cash,6,0.1413827285300493,True,4,False,Returning,2,East
88,89,62,Male,Suburb,Clothing,2022-03-30,114.31127302834791,Cash,6,0.1522452121770152,False,4,False,Returning,4,North
89,90,58,Female,Rural,Electronics,2022-03-31,784.0056247114862,Credit Card,8,0.4914734397773504,False,5,False,Returning,2,North
90,91,46,Female,Rural,Clothing,2022-04-01,647.7077292611567,Cash,8,0.32138870673996395,False,5,False,Returning,2,North
91,92,32,Male,Suburb,Clothing,2022-04-02,57.70415226936327,Cash,6,0.3588380788967498,False,3,False,New,1,West
92,93,62,Male,Rural,Clothing,2022-04-03,366.44996124196854,Credit Card,3,0.4883088186575046,True,5,False,Returning,7,North
93,94,18,Male,City,Electronics,2022-04-04,957.2318173294433,Cash,5,0.18860089122881935,False,4,False,Returning,6,West
94,95,42,Female,City,Home Appliances,2022-04-05,505.39713425309924,Credit Card,2,0.40092008422640296,False,2,True,Returning,2,South
95,96,24,Female,City,Home Appliances,2022-04-06,438.4018446595076,Debit Card,5,0.21726548165224768,False,1,False,Returning,3,West
96,97,26,Female,Suburb,Electronics,2022-04-07,463.122609107701,Credit Card,9,0.4347668359074899,False,3,True,Returning,7,North
97,98,41,Female,City,Clothing,2022-04-08,216.7938967651121,Cash,1,0.09032877065565159,True,2,False,Returning,2,South
98,99,18,Male,Rural,Home Appliances,2022-04-09,375.02009915614724,Credit Card,5,0.4738430885321398,False,1,False,Returning,4,West
99,100,61,Male,Suburb,Electronics,2022-04-10,376.11512342730487,Cash,6,0.10938585420543984,False,1,False,Returning,2,West
100,101,25,Male,Rural,Home Appliances,2022-04-11,61.83146998559768,Debit Card,7,0.16311025349046576,False,1,False,Returning,4,East
101,102,41,Male,City,Electronics,2022-04-12,769.8919522327391,Credit Card,9,0.37809611705339025,False,2,False,New,4,South
102,103,28,Female,City,Clothing,2022-04-13,422.3393875848402,Debit Card,6,0.19687757078270335,False,3,False,Returning,3,East
103,104,34,Female,City,Home Appliances,2022-04-14,823.958087948259,Cash,5,0.3041056883832233,False,3,True,Returning,2,South
104,105,25,Male,Suburb,Electronics,2022-04-15,851.8445211086964,Cash,7,0.22228675053471425,False,1,True,New,2,West
105,106,52,Male,Rural,Home Appliances,2022-04-16,219.87411415167148,Debit Card,1,0.3711849685448909,False,2,False,Returning,5,East
106,107,52,Female,Suburb,Home Appliances,2022-04-17,660.7799473484273,Credit Card,5,0.11416562618430542,False,1,False,New,7,North
107,108,50,Male,Suburb,Home Appliances,2022-04-18,477.5589861213519,Credit Card,2,0.029228993618438504,False,5,False,New,5,West
108,109,22,Female,City,Home Appliances,2022-04-19,881.3551705422702,Cash,4,0.14996469873653312,False,3,False,New,1,South
109,110,59,Male,Suburb,Electronics,2022-04-20,223.58327238468956,Debit Card,7,0.23715433243421513,False,4,False,Returning,4,South
110,111,56,Male,Suburb,Clothing,2022-04-21,681.0350683069438,Debit Card,5,0.08401002609633929,False,1,True,Returning,3,East
111,112,58,Male,City,Electronics,2022-04-22,611.6746010301954,Credit Card,6,0.17739864482819434,False,5,False,Returning,5,East
112,113,45,Male,Suburb,Electronics,2022-04-23,302.34846279611446,Credit Card,2,0.19999150914678426,False,3,True,Returning,2,South
113,114,24,Male,City,Electronics,2022-04-24,145.23489461466087,Credit Card,3,0.028695921844136774,False,2,False,Returning,1,West
114,115,26,Male,City,Clothing,2022-04-25,655.1233628725038,Debit Card,7,0.29165362409210227,False,3,True,New,3,East
115,116,25,Male,City,Home Appliances,2022-04-26,741.2114835510074,Credit Card,2,0.44217171398564376,False,2,False,New,6,North
116,117,29,Female,City,Home Appliances,2022-04-27,322.4710703257165,Credit Card,6,0.07587145647652621,False,2,True,Returning,2,South
117,118,51,Female,Suburb,Home Appliances,2022-04-28,648.3842779820907,Cash,5,0.298904006700757,False,1,False,Returning,2,North
118,119,50,Female,City,Clothing,2022-04-29,401.1795985353882,Credit Card,1,0.33236960245542313,False,1,False,Returning,6,South
119,120,40,Female,City,Home Appliances,2022-04-30,716.0748144497916,Credit Card,4,0.20966734020964417,False,3,False,Returning,4,North
120,121,41,Female,Suburb,Clothing,2022-05-01,207.22312214511257,Debit Card,2,0.350548793682135,False,5,False,Returning,4,West
121,122,54,Male,Suburb,Home Appliances,2022-05-02,891.3128526098126,Debit Card,4,0.20536577174550602,False,3,False,New,5,South
122,123,52,Male,Rural,Home Appliances,2022-05-03,294.53550050092394,Cash,1,0.25231864398871745,False,4,False,Returning,5,West
123,124,61,Female,Suburb,Electronics,2022-05-04,374.10812787859135,Credit Card,2,0.00367652227721349,False,2,False,Returning,2,East
124,125,57,Male,Suburb,Clothing,2022-05-05,67.5110325595463,Cash,8,0.3458600570673444,False,2,True,Returning,7,South
125,126,39,Female,Rural,Electronics,2022-05-06,120.39709019806364,Debit Card,6,0.3306713394723622,False,1,False,New,2,West
126,127,44,Female,Suburb,Electronics,2022-05-07,520.7032836852048,Cash,2,0.01920043866317228,False,5,True,Returning,5,North
127,128,52,Male,Suburb,Electronics,2022-05-08,274.9167499606918,Debit Card,6,0.18412505369756654,False,1,True,Returning,6,West
128,129,18,Male,Suburb,Clothing,2022-05-09,837.1254234847725,Cash,9,0.4895159203958337,False,4,False,New,5,South
129,130,52,Male,Suburb,Clothing,2022-05-10,24.546454768404303,Cash,7,0.2103682812843084,True,3,False,Returning,2,West
130,131,54,Female,Rural,Home Appliances,2022-05-11,385.30310818521684,Credit Card,9,0.25097270256592086,False,3,False,New,3,North
131,132,64,Male,Suburb,Electronics,2022-05-12,343.97209130140175,Cash,5,0.4549650790798593,False,5,False,Returning,2,North
132,133,31,Female,Suburb,Home Appliances,2022-05-13,29.134354608425024,Credit Card,7,0.3586309379328782,False,1,True,Returning,3,North
133,134,20,Female,Rural,Electronics,2022-05-14,133.1247150105051,Credit Card,7,0.2910350655621118,False,1,True,Returning,3,East
134,135,18,Female,City,Clothing,2022-05-15,419.5062481694489,Credit Card,3,0.39890234067053626,False,4,False,New,2,South
135,136,22,Male,Rural,Clothing,2022-05-16,497.93593860297216,Credit Card,7,0.4321831332279866,False,3,False,New,7,North
136,137,43,Male,City,Clothing,2022-05-17,410.2468497823204,Cash,1,0.22844403586863343,False,1,True,New,7,East
137,138,31,Female,Rural,Electronics,2022-05-18,535.6283016279729,Debit Card,9,0.2375541824659177,True,5,False,New,1,North
138,139,56,Male,Rural,Clothing,2022-05-19,599.1803581566247,Debit Card,6,0.1930254678259179,False,3,False,New,5,West
139,140,44,Male,Suburb,Electronics,2022-05-20,19.824582916557276,Debit Card,5,0.4833530700092303,False,4,False,Returning,7,South
140,141,26,Male,City,Home Appliances,2022-05-21,469.45420785896886,Cash,7,0.3485831271451752,False,5,False,New,4,West
141,142,32,Female,Suburb,Electronics,2022-05-22,963.8642484787124,Credit Card,5,0.04161153310403615,True,2,False,Returning,2,East
142,143,32,Female,City,Home Appliances,2022-05-23,523.8419573282532,Debit Card,5,0.4314798116565092,False,4,False,New,3,West
143,144,43,Male,Rural,Electronics,2022-05-24,680.7668447843637,Cash,7,0.24027997041813404,False,5,True,Returning,2,West
144,145,59,Female,Rural,Home Appliances,2022-05-25,318.7452193377144,Credit Card,7,0.03437695321124373,False,1,False,Returning,5,North
145,146,30,Male,City,Clothing,2022-05-26,776.2514643712349,Debit Card,3,0.2748586275816555,False,2,False,Returning,6,West
146,147,49,Male,Suburb,Home Appliances,2022-05-27,775.1922670573539,Credit Card,3,0.20858213948785104,False,4,True,Returning,7,North
147,148,56,Male,Suburb,Clothing,2022-05-28,526.0830871775976,Debit Card,3,0.43887470243131244,False,1,False,New,7,North
148,149,49,Male,Suburb,Clothing,2022-05-29,976.2536850464214,Debit Card,6,0.10199730180469369,False,2,False,Returning,7,South
149,150,21,Female,Suburb,Home Appliances,2022-05-30,134.29471261502684,Debit Card,6,0.41323230474609146,False,3,False,Returning,3,East
150,151,47,Female,Rural,Electronics,2022-05-31,26.778188240685182,Credit Card,3,0.27884434559272636,False,1,True,Returning,4,East
151,152,54,Female,Rural,Electronics,2022-06-01,772.456629639525,Cash,3,0.027305151606734523,False,5,False,Returning,4,East
152,153,40,Male,Rural,Electronics,2022-06-02,809.0839819912337,Credit Card,8,0.4859226506627423,False,4,False,Returning,7,North
153,154,56,Male,Rural,Electronics,2022-06-03,129.0051568293705,Debit Card,8,0.25630762205159996,False,2,True,Returning,4,East
154,155,62,Male,Rural,Electronics,2022-06-04,272.92700462902,Credit Card,7,0.14543842711579125,False,1,False,Returning,6,North
155,156,32,Female,Suburb,Clothing,2022-06-05,27.37683973296262,Cash,4,0.23470342099462904,True,3,False,Returning,7,South
156,157,60,Male,Suburb,Electronics,2022-06-06,300.37552467275907,Credit Card,4,0.4289288917587445,False,4,False,Returning,1,East
157,158,46,Female,Suburb,Clothing,2022-06-07,775.4104551794848,Cash,3,0.15245156219253175,False,4,True,New,3,North
158,159,53,Female,Suburb,Clothing,2022-06-08,522.7809224354531,Cash,5,0.09633819824335016,False,1,False,New,6,East
159,160,30,Female,Rural,Clothing,2022-06-09,354.61463723660523,Credit Card,3,0.06453562346544073,False,3,False,Returning,3,East
160,161,49,Female,Rural,Home Appliances,2022-06-10,378.021901957267,Debit Card,8,0.14892969919510562,True,2,False,Returning,7,South
161,162,24,Female,Rural,Home Appliances,2022-06-11,11.340089458313473,Cash,7,0.39002404352002173,False,1,False,New,6,West
162,163,39,Female,City,Clothing,2022-06-12,306.8025222895835,Credit Card,3,0.23581318259763084,False,2,False,New,7,East
163,164,45,Male,Suburb,Home Appliances,2022-06-13,649.9941542215512,Cash,9,0.11374080184676999,False,4,True,Returning,6,South
164,165,19,Male,Suburb,Electronics,2022-06-14,974.4524993781936,Debit Card,5,0.0830924998048746,False,2,False,Returning,7,East
165,166,59,Female,Rural,Electronics,2022-06-15,848.5902187140605,Credit Card,9,0.16636473825518955,False,3,False,New,1,East
166,167,62,Female,Suburb,Clothing,2022-06-16,33.359014999073835,Credit Card,7,0.4699621864428544,False,5,False,Returning,3,East
167,168,23,Male,Suburb,Electronics,2022-06-17,899.574998628091,Credit Card,7,0.1715133562950122,False,3,True,Returning,6,East
168,169,45,Female,Rural,Clothing,2022-06-18,785.3664291656397,Debit Card,6,0.4940620379773177,False,2,False,Returning,1,West
169,170,45,Female,City,Clothing,2022-06-19,782.5723623352706,Cash,2,0.2426152278826781,False,1,False,Returning,2,West
170,171,61,Male,City,Electronics,2022-06-20,463.41580141353575,Credit Card,9,0.08958195914507544,False,4,False,Returning,7,East
171,172,61,Female,City,Home Appliances,2022-06-21,404.0252400249578,Cash,6,0.4455700458967547,False,5,True,New,5,East
172,173,37,Female,Rural,Electronics,2022-06-22,309.8865715448607,Cash,8,0.23017768656741344,False,1,True,Returning,6,South
173,174,47,Female,Suburb,Electronics,2022-06-23,75.03791036482212,Debit Card,1,0.3548356717522622,False,1,True,New,4,South
174,175,28,Male,Rural,Clothing,2022-06-24,235.9530098587621,Credit Card,5,0.4918557916045759,False,3,False,Returning,1,North
175,176,45,Male,Rural,Clothing,2022-06-25,254.13759862824438,Cash,1,0.025087675159987,False,2,True,New,1,West
176,177,42,Male,Suburb,Clothing,2022-06-26,489.2362990130996,Credit Card,8,0.04834727989378357,False,3,True,Returning,6,East
177,178,56,Female,City,Clothing,2022-06-27,749.969962530727,Credit Card,8,0.3602283707313781,False,2,True,New,1,West
178,179,50,Female,City,Home Appliances,2022-06-28,479.07173011396713,Debit Card,1,0.140912501647736,False,3,False,Returning,2,South
179,180,18,Male,Rural,Home Appliances,2022-06-29,67.266004952689,Credit Card,9,0.09215069847504953,False,1,True,New,1,West
180,181,44,Female,City,Home Appliances,2022-06-30,958.2119029783219,Credit Card,2,0.019680939909864748,False,4,False,Returning,5,West
181,182,30,Female,Rural,Clothing,2022-07-01,943.2970759031712,Cash,9,0.010923355993100903,False,2,True,Returning,5,East
182,183,58,Female,Rural,Clothing,2022-07-02,787.3376477169243,Debit Card,1,0.38724280155989543,False,5,False,Returning,7,East
183,184,20,Female,Suburb,Clothing,2022-07-03,991.4146225485783,Credit Card,9,0.067216713684775,False,5,False,Returning,7,South
184,185,56,Female,Suburb,Home Appliances,2022-07-04,549.0375094722602,Cash,4,0.23386030798557544,False,1,False,New,4,East
185,186,23,Male,Suburb,Clothing,2022-07-05,963.140666750674,Debit Card,9,0.3029484075897415,True,3,False,Returning,2,South
186,187,25,Female,Rural,Electronics,2022-07-06,84.84899021058327,Debit Card,7,0.21417590028442313,False,3,False,Returning,5,South
187,188,44,Male,Suburb,Electronics,2022-07-07,372.0239407787576,Cash,6,0.013553326168116553,False,1,False,Returning,6,North
188,189,26,Female,City,Clothing,2022-07-08,233.12745532669817,Cash,5,0.3917507512939544,False,5,False,Returning,3,North
189,190,54,Male,City,Electronics,2022-07-09,203.87475329292732,Cash,9,0.005256612270826744,False,5,False,Returning,3,North
190,191,50,Female,Rural,Electronics,2022-07-10,149.39491940374933,Cash,2,0.380944947188742,False,3,False,Returning,3,West
191,192,59,Male,Rural,Home Appliances,2022-07-11,626.1895051503367,Cash,2,0.44665224689406136,False,2,False,Returning,7,North
192,193,61,Female,Suburb,Clothing,2022-07-12,783.508637189832,Credit Card,9,0.21641996052858614,False,4,False,Returning,6,East
193,194,41,Male,Rural,Clothing,2022-07-13,582.515415426157,Credit Card,3,0.2677712365488991,False,2,False,Returning,1,East
194,195,32,Female,Rural,Home Appliances,2022-07-14,155.49308249232757,Debit Card,8,0.23849169630882688,False,5,False,Returning,6,North
195,196,49,Male,City,Electronics,2022-07-15,813.0125322341362,Credit Card,9,0.1946043093117194,False,2,True,New,1,West
196,197,49,Female,City,Electronics,2022-07-16,639.5951600920912,Credit Card,8,0.44371226768518013,False,4,True,New,3,South
197,198,41,Male,Suburb,Clothing,2022-07-17,394.2840490657256,Credit Card,4,0.44696675533499525,False,2,False,New,4,West
198,199,58,Male,Rural,Electronics,2022-07-18,677.3889925807023,Cash,1,0.16790818232076726,False,2,True,New,4,West
199,200,29,Female,Rural,Home Appliances,2022-07-19,267.3059294504045,Debit Card,4,0.307534877007349,False,2,False,Returning,1,South
200,201,56,Female,City,Home Appliances,2022-07-20,351.7402864092684,Debit Card,9,0.46345378107293206,False,2,True,Returning,3,South
201,202,19,Male,Rural,Clothing,2022-07-21,918.3109847006704,Debit Card,2,0.48102924947067577,False,1,False,New,6,South
202,203,20,Female,City,Home Appliances,2022-07-22,297.5994606147062,Debit Card,3,0.25447952021102377,False,5,False,Returning,4,East
203,204,54,Male,Suburb,Home Appliances,2022-07-23,475.28838547635723,Credit Card,8,0.2264124026421634,False,4,False,Returning,1,South
204,205,34,Male,City,Clothing,2022-07-24,891.2397260220545,Credit Card,6,0.1393471579642629,False,5,False,Returning,6,South
205,206,19,Male,Rural,Home Appliances,2022-07-25,710.6441367648522,Cash,8,0.479435936595205,False,1,True,Returning,3,West
206,207,19,Female,Suburb,Home Appliances,2022-07-26,71.58119390305572,Debit Card,7,0.07140715223643368,False,1,True,Returning,2,West
207,208,45,Male,City,Home Appliances,2022-07-27,155.83001383618063,Credit Card,5,0.2899147880238625,True,1,False,Returning,3,North
208,209,40,Male,City,Electronics,2022-07-28,17.76317486419765,Credit Card,9,0.14127513375931944,False,1,False,New,7,West
209,210,54,Female,Suburb,Clothing,2022-07-29,634.6125723268717,Cash,4,0.1395041451738983,False,2,False,New,3,South
210,211,49,Female,Suburb,Clothing,2022-07-30,453.19669115631416,Cash,6,0.20248429368809423,False,5,False,New,6,East
211,212,50,Female,City,Clothing,2022-07-31,142.9321023932528,Cash,2,0.49939646790782727,False,3,False,New,6,West
212,213,18,Female,Rural,Electronics,2022-08-01,958.3547798462027,Credit Card,2,0.027483153419911033,True,4,False,Returning,5,West
213,214,36,Male,City,Electronics,2022-08-02,534.3631267061637,Credit Card,2,0.2892709091017657,False,1,False,Returning,5,South
214,215,19,Male,Suburb,Clothing,2022-08-03,249.47436117176028,Cash,7,0.04128607901763859,False,5,True,Returning,6,West
215,216,61,Male,City,Electronics,2022-08-04,505.5975354431605,Debit Card,2,0.07726041499525949,False,1,False,Returning,6,West
216,217,43,Male,Suburb,Clothing,2022-08-05,682.8241294077567,Cash,2,0.21978147088644934,False,1,False,New,2,South
217,218,49,Female,Suburb,Electronics,2022-08-06,85.47682579382884,Cash,9,0.25523006567322065,True,1,True,Returning,2,West
218,219,23,Male,Rural,Home Appliances,2022-08-07,281.9567768974131,Cash,7,0.129396204182262,True,1,False,Returning,3,East
